FIPS,Name,have_mentalhealth,have_no_mentalhealth,no_workout,workout,year,p_have_mentalhealth,p_have_no_mentalhealth,p_workout,p_no_workout
21,Kentucky,2811,5111,2893,5163,2010,0.35483463771774804,0.645165362282252,0.6408887785501489,0.359111221449851
22,Louisiana,2126,4795,2259,4771,2010,0.30718104320184947,0.6928189567981505,0.6786628733997155,0.3213371266002845
23,Maine,2588,5394,1968,6150,2010,0.3242295164119268,0.6757704835880731,0.7575757575757576,0.24242424242424243
24,Maryland,2608,6313,2464,6715,2010,0.29234390763367335,0.7076560923663267,0.7315611722409848,0.2684388277590151
25,Massachusetts,4862,11103,4191,12091,2010,0.30454118383964923,0.6954588161603508,0.7425991892887852,0.25740081071121484
26,Michigan,2885,5871,2454,6405,2010,0.3294883508451348,0.6705116491548653,0.7229935658652218,0.2770064341347782
27,Minnesota,2408,6344,1988,6969,2010,0.27513711151736747,0.7248628884826326,0.7780506866138216,0.2219493133861784
28,Mississippi,2377,5553,2970,5113,2010,0.29974779319041617,0.7002522068095839,0.6325621675120624,0.36743783248793765
29,Missouri,1658,3690,1726,3701,2010,0.3100224382946896,0.6899775617053104,0.6819605675327068,0.31803943246729316
30,Montana,2332,4846,1916,5382,2010,0.3248815826135414,0.6751184173864586,0.7374623184434091,0.26253768155659085
31,Nebraska,4594,11511,4895,11472,2010,0.28525302701024524,0.7147469729897548,0.7009225881346612,0.2990774118653388
32,Nevada,1265,2615,965,2943,2010,0.32603092783505155,0.6739690721649485,0.7530706243602866,0.2469293756397134
33,New Hampshire,1803,4175,1412,4626,2010,0.3016058882569421,0.6983941117430579,0.7661477310367671,0.23385226896323286
34,New Jersey,3653,8360,3423,9002,2010,0.3040872388246067,0.6959127611753934,0.7245070422535211,0.27549295774647886
35,New Mexico,2203,4694,1702,5292,2010,0.3194142380745252,0.6805857619254748,0.7566485559050615,0.24335144409493853
36,New York,2948,5762,2257,6672,2010,0.3384615384615385,0.6615384615384615,0.7472281330496137,0.2527718669503864
37,North Carolina,3459,8477,3464,8669,2010,0.2897955764075067,0.7102044235924933,0.7144976510343691,0.2855023489656309
38,North Dakota,1287,3388,1318,3437,2010,0.2752941176470588,0.7247058823529412,0.7228180862250263,0.2771819137749737
39,Ohio,3169,6492,2960,6882,2010,0.3280198737190767,0.6719801262809233,0.6992481203007519,0.3007518796992481
40,Oklahoma,2442,5167,2607,5134,2010,0.32093573399921144,0.6790642660007885,0.6632218059682211,0.33677819403177883
41,Oregon,1634,3344,1014,4041,2010,0.3282442748091603,0.6717557251908397,0.799406528189911,0.20059347181008902
42,Pennsylvania,3565,7436,3277,7937,2010,0.32406144895918554,0.6759385510408145,0.7077759942928482,0.2922240057071518
44,Rhode Island,2157,4365,1899,4697,2010,0.33072677092916286,0.6692732290708372,0.712098241358399,0.28790175864160095
45,South Carolina,2710,6431,2901,6490,2010,0.2964664697516683,0.7035335302483317,0.6910872111596209,0.3089127888403791
46,South Dakota,1554,5054,1963,4756,2010,0.23516949152542374,0.7648305084745762,0.7078434290817086,0.2921565709182914
47,Tennessee,1345,4320,1956,3808,2010,0.23742277140335394,0.7625772285966461,0.6606523247744622,0.3393476752255378
48,Texas,5660,11791,5633,12406,2010,0.324336714228411,0.6756632857715891,0.6877321359277122,0.31226786407228785
49,Utah,3424,6573,2051,8110,2010,0.34250275082524756,0.6574972491747524,0.7981497884066528,0.20185021159334712
50,Vermont,2225,4456,1413,5374,2010,0.33303397694955844,0.6669660230504415,0.7918078679829085,0.2081921320170915
51,Virginia,1472,3802,1539,3842,2010,0.2791050436101631,0.7208949563898369,0.7139936814718454,0.2860063185281546
53,Washington,6051,13282,3974,15609,2010,0.3129881549681891,0.6870118450318109,0.7970688862789154,0.2029311137210846
54,West Virginia,1373,2965,1548,2851,2010,0.3165053019824804,0.6834946980175196,0.6481018413275744,0.3518981586724256
55,Wisconsin,1514,3210,1235,3543,2010,0.32049110922946655,0.6795088907705334,0.7415236500627878,0.25847634993721225
56,Wyoming,1787,3950,1539,4293,2010,0.3114868398117483,0.6885131601882517,0.7361111111111112,0.2638888888888889
66,Guam,172,593,206,577,2010,0.22483660130718955,0.7751633986928105,0.7369093231162197,0.26309067688378035
72,Puerto Rico,771,2704,1668,1874,2010,0.2218705035971223,0.7781294964028777,0.5290796160361377,0.4709203839638622
1,Alabama,2153,4463,2391,4391,2009,0.32542321644498184,0.6745767835550182,0.6474491300501327,0.3525508699498673
2,Alaska,738,1625,568,1854,2009,0.3123148539991536,0.6876851460008464,0.7654830718414534,0.23451692815854666
4,Arizona,1736,3667,1375,4094,2009,0.32130297982602257,0.6786970201739774,0.7485829219235692,0.25141707807643077
5,Arkansas,1207,2697,1397,2604,2009,0.30917008196721313,0.6908299180327869,0.6508372906773306,0.34916270932266935
6,California,6092,11224,3767,13621,2009,0.3518133518133518,0.6481866481866482,0.7833563377041638,0.2166436622958362
8,Colorado,3605,8163,2322,9611,2009,0.30633922501699523,0.6936607749830047,0.805413559037962,0.19458644096203803
9,Connecticut,1968,4446,1621,4872,2009,0.3068288119738073,0.6931711880261927,0.7503465270291083,0.24965347297089174
10,Delaware,1293,3022,1133,3226,2009,0.2996523754345307,0.7003476245654693,0.7400779995411791,0.25992200045882086
11,District of Columbia,1202,2642,808,3090,2009,0.31269510926118627,0.6873048907388137,0.7927142124166239,0.2072857875833761
12,Florida,3134,8619,3477,8554,2009,0.2666553220454352,0.7333446779545648,0.7109965921369795,0.28900340786302053
13,Georgia,1538,4223,1698,4188,2009,0.2669675403575768,0.7330324596424231,0.7115188583078491,0.2884811416921509
15,Hawaii,1862,4780,1314,5369,2009,0.2803372478169226,0.7196627521830774,0.8033817147987431,0.19661828520125693
16,Idaho,1661,3654,1328,4052,2009,0.3125117591721543,0.6874882408278458,0.7531598513011153,0.24684014869888476
17,Illinois,2067,3752,1479,4365,2009,0.35521567279601307,0.6447843272039869,0.7469199178644764,0.25308008213552363
18,Indiana,3023,6071,2980,6286,2009,0.3324169782274027,0.6675830217725973,0.6783941290740341,0.3216058709259659
19,Iowa,1545,4396,1646,4373,2009,0.26005722942265613,0.7399427705773439,0.7265326466190397,0.2734673533809603
20,Kansas,5216,13486,4969,13926,2009,0.2789006523366485,0.7210993476633515,0.7370203757607833,0.2629796242392167
21,Kentucky,3410,6126,3596,6052,2009,0.3575922818791946,0.6424077181208053,0.6272802653399668,0.37271973466003316
22,Louisiana,2501,6264,2849,6021,2009,0.28533941814033087,0.7146605818596692,0.6788049605411499,0.32119503945885003
23,Maine,2598,5344,1930,6137,2009,0.3271216318307731,0.6728783681692269,0.7607536878641379,0.23924631213586214
24,Maryland,2603,5837,2235,6342,2009,0.3084123222748815,0.6915876777251185,0.739419377404687,0.26058062259531306
25,Massachusetts,5276,11121,4429,12285,2009,0.32176617673964747,0.6782338232603525,0.7350125643173387,0.26498743568266125
26,Michigan,2974,6129,2634,6609,2009,0.3267054817093266,0.6732945182906734,0.71502758844531,0.28497241155469005
27,Minnesota,1602,3981,1047,4562,2009,0.28694250403009136,0.7130574959699086,0.8133357104653236,0.18666428953467643
28,Mississippi,3293,7704,3960,7221,2009,0.2994453032645267,0.7005546967354733,0.6458277434934263,0.35417225650657364
29,Missouri,1647,3353,1532,3525,2009,0.3294,0.6706,0.6970535890844374,0.30294641091556257
30,Montana,2352,5154,1999,5611,2009,0.3133493205435651,0.6866506794564349,0.7373193166885676,0.26268068331143235
31,Nebraska,4298,11435,4702,11269,2009,0.27318375389309096,0.7268162461069091,0.7055913843841963,0.29440861561580367
32,Nevada,1268,2523,954,2882,2009,0.3344763914534424,0.6655236085465577,0.751303441084463,0.24869655891553702
33,New Hampshire,1862,4069,1455,4528,2009,0.313943685719103,0.686056314280897,0.7568109643991309,0.24318903560086913
34,New Jersey,3640,8385,3458,8916,2009,0.3027027027027027,0.6972972972972973,0.7205430741878132,0.27945692581218684
35,New Mexico,2850,5865,2209,6621,2009,0.3270223752151463,0.6729776247848537,0.7498301245753114,0.25016987542468855
36,New York,2224,4562,1845,5064,2009,0.32773356911287943,0.6722664308871206,0.732957012592271,0.267042987407729
37,North Carolina,4026,9042,3790,9476,2009,0.30808080808080807,0.6919191919191919,0.7143072516206844,0.2856927483793155
38,North Dakota,1274,3424,1424,3336,2009,0.2711792252022137,0.7288207747977863,0.7008403361344537,0.2991596638655462
39,Ohio,3131,6519,2841,6916,2009,0.3244559585492228,0.6755440414507772,0.708824433739879,0.2911755662601209
40,Oklahoma,2527,5197,2725,5108,2009,0.3271620921802175,0.6728379078197825,0.652112855866207,0.3478871441337929
41,Oregon,1245,2993,872,3417,2009,0.29377064653138274,0.7062293534686173,0.7966892049428771,0.20331079505712288
42,Pennsylvania,2834,6169,2684,6473,2009,0.31478396090192157,0.6852160390980784,0.7068909031342142,0.29310909686578573
44,Rhode Island,2010,4213,1796,4491,2009,0.32299533986823076,0.6770046601317693,0.7143311595355496,0.28566884046445046
45,South Carolina,2811,6757,2969,6861,2009,0.2937918060200669,0.7062081939799331,0.6979654120040691,0.3020345879959308
46,South Dakota,1669,5070,2063,4762,2009,0.24766285799079982,0.7523371420092002,0.6977289377289377,0.30227106227106226
47,Tennessee,1388,4122,1930,3643,2009,0.2519056261343013,0.7480943738656988,0.6536874214965009,0.346312578503499
48,Texas,3633,7748,3311,8277,2009,0.31921623758896406,0.6807837624110359,0.7142733862616499,0.28572661373835
49,Utah,3527,6470,2092,8051,2009,0.3528058417525258,0.6471941582474743,0.7937493838114956,0.20625061618850438
50,Vermont,2165,4398,1486,5167,2009,0.3298796282188024,0.6701203717811977,0.7766421163384939,0.22335788366150608
51,Virginia,1375,3703,1370,3812,2009,0.27077589602205593,0.7292241039779441,0.7356233114627557,0.26437668853724433
53,Washington,6290,13728,4514,15748,2009,0.31421720451593566,0.6857827954840643,0.7772184384562235,0.22278156154377654
54,West Virginia,1326,3435,1764,3053,2009,0.27851291745431633,0.7214870825456837,0.6337969690678846,0.3662030309321154
55,Wisconsin,1456,3061,1157,3388,2009,0.3223378348461368,0.6776621651538632,0.7454345434543455,0.25456545654565454
56,Wyoming,1817,4148,1527,4521,2009,0.3046102263202012,0.6953897736797988,0.7475198412698413,0.2524801587301587
66,Guam,261,986,329,937,2009,0.20930232558139536,0.7906976744186046,0.7401263823064771,0.2598736176935229
72,Puerto Rico,920,3216,2107,2132,2009,0.22243713733075435,0.7775628626692457,0.5029488086812928,0.49705119131870723
1,Alabama,2217,4117,2181,4300,2008,0.3500157878118093,0.6499842121881907,0.6634778583551921,0.3365221416448079
2,Alaska,830,1736,679,1969,2008,0.323460639127046,0.676539360872954,0.7435800604229608,0.2564199395770393
4,Arizona,1871,4204,1718,4438,2008,0.3079835390946502,0.6920164609053497,0.7209226770630279,0.27907732293697207
5,Arkansas,1680,3892,1925,3761,2008,0.3015075376884422,0.6984924623115578,0.6614491734083714,0.33855082659162855
6,California,4163,7332,2645,8951,2008,0.36215745976511526,0.6378425402348847,0.7719041048637462,0.2280958951362539
8,Colorado,3636,7960,2335,9414,2008,0.31355639875819247,0.6864436012418075,0.8012596816750361,0.19874031832496383
9,Connecticut,1948,4128,1582,4562,2008,0.3206056616194865,0.6793943383805134,0.7425130208333334,0.2574869791666667
10,Delaware,1187,2799,1113,2909,2008,0.2977922729553437,0.7022077270446563,0.7232720039781203,0.27672799602187964
11,District of Columbia,1326,2846,890,3351,2008,0.31783317353787155,0.6821668264621285,0.7901438340014147,0.20985616599858523
12,Florida,2975,7660,3148,7708,2008,0.27973671838269865,0.7202632816173014,0.7100221075902726,0.2899778924097273
13,Georgia,1679,3928,1590,4121,2008,0.2994471196718388,0.7005528803281612,0.7215899142006654,0.27841008579933463
15,Hawaii,1966,4421,1219,5227,2008,0.307812744637545,0.692187255362455,0.8108904747130004,0.1891095252869997
16,Idaho,1691,3341,1244,3860,2008,0.3360492845786963,0.6639507154213037,0.7562695924764891,0.24373040752351097
17,Illinois,1843,3289,1528,3634,2008,0.35911925175370224,0.6408807482462977,0.7039907012785742,0.2960092987214258
18,Indiana,1574,3240,1551,3339,2008,0.32696302451184045,0.6730369754881596,0.6828220858895706,0.31717791411042945
19,Iowa,1659,4227,1631,4370,2008,0.281855249745158,0.718144750254842,0.7282119646725546,0.27178803532744544
20,Kansas,2257,6252,2415,6210,2008,0.265248560347867,0.7347514396521331,0.72,0.28
21,Kentucky,2966,5040,2892,5190,2008,0.3704721458905821,0.6295278541094179,0.6421677802524127,0.3578322197475872
22,Louisiana,1518,4565,1957,4214,2008,0.24954792043399637,0.7504520795660036,0.6828714957057203,0.3171285042942797
23,Maine,2171,4542,1659,5122,2008,0.3234023536421868,0.6765976463578132,0.7553458192007079,0.24465418079929213
24,Maryland,3195,6175,2460,7010,2008,0.3409818569903949,0.6590181430096052,0.7402323125659979,0.25976768743400214
25,Massachusetts,6642,13575,5594,14975,2008,0.3285353910075679,0.6714646089924321,0.7280373377412611,0.2719626622587389
26,Michigan,3120,6198,2708,6735,2008,0.33483580167417903,0.665164198325821,0.7132267287938155,0.28677327120618445
27,Minnesota,1207,3068,856,3431,2008,0.2823391812865497,0.7176608187134503,0.8003265686960579,0.19967343130394216
28,Mississippi,2425,5361,2811,5128,2008,0.311456460313383,0.688543539686617,0.645925179493639,0.354074820506361
29,Missouri,1689,3391,1676,3480,2008,0.3324803149606299,0.6675196850393701,0.6749418153607447,0.32505818463925523
30,Montana,2124,4608,1771,5055,2008,0.3155080213903743,0.6844919786096256,0.7405508350424846,0.25944916495751535
31,Nebraska,4254,11782,4846,11385,2008,0.26527812422050384,0.7347218757794961,0.7014355246133941,0.29856447538660585
32,Nevada,1690,3032,1264,3502,2008,0.35789919525624736,0.6421008047437526,0.7347880822492656,0.2652119177507344
33,New Hampshire,2211,4591,1667,5213,2008,0.32505145545427816,0.6749485445457218,0.757703488372093,0.24229651162790697
34,New Jersey,3344,8184,3332,8397,2008,0.2900763358778626,0.7099236641221374,0.7159178105550346,0.2840821894449655
35,New Mexico,1994,4168,1604,4622,2008,0.32359623498864004,0.6764037650113599,0.7423707035014455,0.2576292964985544
36,New York,2541,5213,2163,5738,2008,0.3277018313128708,0.6722981686871292,0.7262371851664347,0.27376281483356535
37,North Carolina,4772,10787,4404,11420,2008,0.30670351565010606,0.693296484349894,0.7216885743174924,0.2783114256825076
38,North Dakota,1353,3589,1418,3602,2008,0.27377579927155,0.7262242007284501,0.7175298804780876,0.28247011952191237
39,Ohio,4280,8495,3792,9153,2008,0.3350293542074364,0.6649706457925636,0.7070683661645423,0.2929316338354577
40,Oklahoma,2499,5179,2683,5125,2008,0.32547538421463923,0.6745246157853608,0.6563780737704918,0.3436219262295082
41,Oregon,1417,3329,960,3832,2008,0.29856721449641804,0.701432785503582,0.7996661101836394,0.2003338898163606
42,Pennsylvania,4219,8720,4021,9127,2008,0.3260684751526393,0.6739315248473607,0.6941740188621843,0.3058259811378156
44,Rhode Island,1583,3146,1322,3459,2008,0.3347430746458025,0.6652569253541976,0.7234888098724116,0.27651119012758835
45,South Carolina,3045,6867,3036,7149,2008,0.3072033898305085,0.6927966101694916,0.7019145802650957,0.29808541973490427
46,South Dakota,1779,5118,2093,4881,2008,0.25793823401478905,0.742061765985211,0.6998852882133639,0.30011471178663607
47,Tennessee,1337,3613,1631,3383,2008,0.2701010101010101,0.7298989898989899,0.6747108097327483,0.32528919026725167
48,Texas,3175,7397,3301,7405,2008,0.3003216042376088,0.6996783957623912,0.6916682234261162,0.30833177657388383
49,Utah,1936,3318,1187,4129,2008,0.36848115721355157,0.6315188427864484,0.776711813393529,0.22328818660647104
50,Vermont,2214,4409,1412,5332,2008,0.33428959685942927,0.6657104031405707,0.7906287069988137,0.20937129300118623
51,Virginia,1596,3634,1475,3826,2008,0.30516252390057363,0.6948374760994264,0.7217506130918695,0.27824938690813056
53,Washington,7099,15149,4814,17694,2008,0.31908486156058974,0.6809151384394103,0.7861204904922694,0.21387950950773058
54,West Virginia,1264,2828,1401,2759,2008,0.3088954056695992,0.6911045943304008,0.6632211538461539,0.3367788461538462
55,Wisconsin,2343,4673,1830,5241,2008,0.3339509692132269,0.6660490307867731,0.7411964361476453,0.2588035638523547
56,Wyoming,2468,5412,2137,5850,2008,0.3131979695431472,0.6868020304568528,0.7324402153499436,0.26755978465005636
66,Guam,221,563,217,577,2008,0.28188775510204084,0.7181122448979592,0.7267002518891688,0.27329974811083124
72,Puerto Rico,1140,3246,2261,2213,2008,0.25991792065663477,0.7400820793433652,0.4946356727760393,0.5053643272239606
1,Alabama,2342,4721,2465,4781,2007,0.3315871442729718,0.6684128557270281,0.6598123102401325,0.3401876897598675
2,Alaska,821,1629,562,1983,2007,0.33510204081632655,0.6648979591836734,0.7791748526522594,0.22082514734774067
4,Arizona,1522,3135,1226,3501,2007,0.32681984109942025,0.6731801589005798,0.7406388830124815,0.2593611169875185
5,Arkansas,1780,3808,1808,3916,2007,0.3185397279885469,0.6814602720114531,0.684136967155835,0.3158630328441649
6,California,2065,3599,1240,4450,2007,0.3645833333333333,0.6354166666666666,0.7820738137082601,0.2179261862917399
8,Colorado,3804,7957,2115,9782,2007,0.32344188419352093,0.6765581158064791,0.8222240901067496,0.1777759098932504
9,Connecticut,2334,5086,1755,5764,2007,0.31455525606469004,0.68544474393531,0.766591302034845,0.23340869796515495
10,Delaware,1306,2666,1012,2979,2007,0.3288016112789527,0.6711983887210473,0.7464294662991732,0.2535705337008269
11,District of Columbia,1256,2657,778,3177,2007,0.3209813442371582,0.6790186557628418,0.8032869785082174,0.19671302149178255
12,Florida,10994,27692,11565,27932,2007,0.28418549346016647,0.7158145065398336,0.7071929513633947,0.29280704863660534
13,Georgia,2469,5079,2168,5526,2007,0.32710651828298887,0.6728934817170111,0.7182219911619444,0.28177800883805565
15,Hawaii,1938,4608,1149,5454,2007,0.29605866177818513,0.7039413382218148,0.825988187187642,0.17401181281235803
16,Idaho,1739,3495,1195,4109,2007,0.3322506687046236,0.6677493312953764,0.7746983408748115,0.22530165912518854
17,Illinois,1835,3366,1281,3954,2007,0.3528167660065372,0.6471832339934628,0.7553008595988538,0.24469914040114613
18,Indiana,1958,3931,1759,4226,2007,0.3324842927491934,0.6675157072508066,0.7060985797827903,0.29390142021720966
19,Iowa,1388,3947,1326,4099,2007,0.26016869728209935,0.7398313027179007,0.7555760368663594,0.24442396313364056
20,Kansas,2221,6152,2216,6272,2007,0.26525737489549744,0.7347426251045026,0.7389255419415646,0.26107445805843543
21,Kentucky,1909,4821,2611,4294,2007,0.2836552748885587,0.7163447251114413,0.6218682114409848,0.3781317885590152
22,Louisiana,1514,4965,2175,4494,2007,0.2336780367340639,0.766321963265936,0.6738641475483581,0.32613585245164195
23,Maine,2176,4544,1492,5333,2007,0.3238095238095238,0.6761904761904762,0.7813919413919413,0.2186080586080586
24,Maryland,2848,5856,2165,6661,2007,0.3272058823529412,0.6727941176470589,0.7547020167686381,0.2452979832313619
25,Massachusetts,6914,14284,5537,15959,2007,0.32616284555146713,0.6738371544485329,0.7424171938965389,0.2575828061034611
26,Michigan,2616,4762,1817,5684,2007,0.3545676335050149,0.6454323664949851,0.7577656312491667,0.24223436875083323
27,Minnesota,1345,3413,882,3891,2007,0.2826817990752417,0.7173182009247583,0.8152105593966059,0.18478944060339408
28,Mississippi,2447,5195,2756,5054,2007,0.3202041350431824,0.6797958649568175,0.6471190781049936,0.3528809218950064
29,Missouri,1750,3456,1554,3706,2007,0.3361505954667691,0.6638494045332309,0.7045627376425856,0.29543726235741447
30,Montana,1919,3992,1367,4618,2007,0.32464895956690915,0.6753510404330908,0.7715956558061822,0.2284043441938179
31,Nebraska,2856,7922,2971,7958,2007,0.26498422712933756,0.7350157728706624,0.7281544514594199,0.27184554854058013
32,Nevada,1533,2549,968,3149,2007,0.3755512003919647,0.6244487996080352,0.7648773378673792,0.23512266213262084
33,New Hampshire,1940,3973,1282,4701,2007,0.3280906477253509,0.6719093522746491,0.7857262243021895,0.21427377569781048
34,New Jersey,2278,4851,1979,5252,2007,0.31953990742039556,0.6804600925796044,0.7263172451943023,0.2736827548056977
35,New Mexico,2112,4407,1563,5038,2007,0.3239760699493787,0.6760239300506212,0.7632176942887441,0.23678230571125586
36,New York,2087,4305,1643,4872,2007,0.32650187734668334,0.6734981226533167,0.7478127398311588,0.25218726016884113
37,North Carolina,4316,10194,4016,10751,2007,0.2974500344589938,0.7025499655410062,0.7280422563824744,0.27195774361752556
38,North Dakota,1318,3338,1234,3501,2007,0.28307560137457044,0.7169243986254296,0.7393875395987328,0.2606124604012672
39,Ohio,3749,7271,3090,8114,2007,0.34019963702359346,0.6598003629764065,0.7242056408425562,0.27579435915744377
40,Oklahoma,2305,5012,2436,5015,2007,0.3150198168648353,0.6849801831351647,0.6730640182525836,0.32693598174741645
41,Oregon,1519,3371,937,4013,2007,0.31063394683026585,0.6893660531697342,0.8107070707070707,0.1892929292929293
42,Pennsylvania,4220,8754,3793,9423,2007,0.3252659164482812,0.6747340835517188,0.7129993946731235,0.2870006053268765
44,Rhode Island,1464,2970,1192,3301,2007,0.3301759133964817,0.6698240866035182,0.7346984197640775,0.26530158023592254
45,South Carolina,3100,7042,2753,7624,2007,0.30565963320844014,0.6943403667915599,0.7347017442420738,0.2652982557579262
46,South Dakota,1716,5034,1867,4998,2007,0.25422222222222224,0.7457777777777778,0.728040786598689,0.271959213401311
47,Tennessee,1301,3652,1799,3221,2007,0.26266908944074296,0.737330910559257,0.6416334661354581,0.3583665338645418
48,Texas,5161,11750,5252,11972,2007,0.3051859736266336,0.6948140263733664,0.6950766372503484,0.30492336274965165
49,Utah,1750,3216,1090,3967,2007,0.3523962948046718,0.6476037051953283,0.7844571880561598,0.21554281194384023
50,Vermont,2178,4654,1410,5516,2007,0.31879391100702575,0.6812060889929742,0.7964192896332659,0.20358071036673406
51,Virginia,1861,4245,1562,4635,2007,0.30478218146085817,0.6952178185391418,0.7479425528481524,0.2520574471518477
53,Washington,8381,17165,5084,20769,2007,0.328074845376967,0.6719251546230329,0.8033497079642594,0.19665029203574053
54,West Virginia,1285,3101,1346,3093,2007,0.29297765617875055,0.7070223438212494,0.6967785537283172,0.3032214462716828
55,Wisconsin,2306,5063,1764,5668,2007,0.3129325552992265,0.6870674447007735,0.7626480086114101,0.2373519913885899
56,Wyoming,1968,4098,1420,4729,2007,0.32443125618199803,0.675568743818002,0.7690681411611644,0.23093185883883557
66,Guam,170,473,219,438,2007,0.2643856920684292,0.7356143079315708,0.6666666666666666,0.3333333333333333
72,Puerto Rico,1031,2801,1864,2070,2007,0.2690501043841336,0.7309498956158664,0.5261820030503305,0.47381799694966953
