FIPS,Name,have_mentalhealth,have_no_mentalhealth,no_highschool,highschool,year,p_have_mentalhealth,p_have_no_mentalhealth,p_highschool,p_no_highschool
20,Kansas,2317,6135,538,8023,2010,0.27413629910080456,0.7258637008991955,0.9371568741969396,0.0628431258030604
21,Kentucky,2811,5111,1228,6795,2010,0.35483463771774804,0.645165362282252,0.846940047363829,0.153059952636171
22,Louisiana,2126,4795,863,6159,2010,0.30718104320184947,0.6928189567981505,0.8771005411563657,0.12289945884363429
23,Maine,2588,5394,529,7590,2010,0.3242295164119268,0.6757704835880731,0.9348441926345609,0.06515580736543909
24,Maryland,2608,6313,633,8505,2010,0.29234390763367335,0.7076560923663267,0.9307288246881156,0.06927117531188444
25,Massachusetts,4862,11103,1542,14644,2010,0.30454118383964923,0.6954588161603508,0.9047324848634622,0.09526751513653775
26,Michigan,2885,5871,623,8219,2010,0.3294883508451348,0.6705116491548653,0.9295408278669984,0.07045917213300158
27,Minnesota,2408,6344,442,8497,2010,0.27513711151736747,0.7248628884826326,0.9505537532162435,0.04944624678375657
28,Mississippi,2377,5553,1457,6614,2010,0.29974779319041617,0.7002522068095839,0.8194771403791352,0.1805228596208648
29,Missouri,1658,3690,596,4823,2010,0.3100224382946896,0.6899775617053104,0.8900166082303008,0.10998339176969921
30,Montana,2332,4846,552,6741,2010,0.3248815826135414,0.6751184173864586,0.9243109831345125,0.07568901686548746
31,Nebraska,4594,11511,1236,15122,2010,0.28525302701024524,0.7147469729897548,0.924440640665118,0.07555935933488202
32,Nevada,1265,2615,273,3629,2010,0.32603092783505155,0.6739690721649485,0.9300358790363916,0.0699641209636084
33,New Hampshire,1803,4175,331,5702,2010,0.3016058882569421,0.6983941117430579,0.9451350903364827,0.05486490966351732
34,New Jersey,3653,8360,859,11458,2010,0.3040872388246067,0.6959127611753934,0.9302589916375741,0.06974100836242592
35,New Mexico,2203,4694,793,6185,2010,0.3194142380745252,0.6805857619254748,0.8863571223846375,0.11364287761536257
36,New York,2948,5762,655,8252,2010,0.3384615384615385,0.6615384615384615,0.9264623329965196,0.07353766700348041
37,North Carolina,3459,8477,1544,10575,2010,0.2897955764075067,0.7102044235924933,0.8725967489066755,0.12740325109332454
38,North Dakota,1287,3388,332,4424,2010,0.2752941176470588,0.7247058823529412,0.9301934398654331,0.06980656013456686
39,Ohio,3169,6492,784,9032,2010,0.3280198737190767,0.6719801262809233,0.9201303993480032,0.07986960065199673
40,Oklahoma,2442,5167,992,6738,2010,0.32093573399921144,0.6790642660007885,0.8716688227684347,0.12833117723156534
41,Oregon,1634,3344,300,4725,2010,0.3282442748091603,0.6717557251908397,0.9402985074626866,0.05970149253731343
42,Pennsylvania,3565,7436,877,10340,2010,0.32406144895918554,0.6759385510408145,0.9218151020772043,0.07818489792279576
44,Rhode Island,2157,4365,597,5994,2010,0.33072677092916286,0.6692732290708372,0.9094219390077378,0.09057806099226218
45,South Carolina,2710,6431,1384,8029,2010,0.2964664697516683,0.7035335302483317,0.8529692977796665,0.14703070222033357
46,South Dakota,1554,5054,606,6108,2010,0.23516949152542374,0.7648305084745762,0.9097408400357462,0.0902591599642538
47,Tennessee,1345,4320,841,4902,2010,0.23742277140335394,0.7625772285966461,0.8535608566951071,0.1464391433048929
48,Texas,5660,11791,2886,15128,2010,0.324336714228411,0.6756632857715891,0.8397912734539802,0.16020872654601975
49,Utah,3424,6573,537,9609,2010,0.34250275082524756,0.6574972491747524,0.9470727380248374,0.05292726197516263
50,Vermont,2225,4456,400,6387,2010,0.33303397694955844,0.6669660230504415,0.9410637984381907,0.05893620156180934
51,Virginia,1472,3802,562,4792,2010,0.2791050436101631,0.7208949563898369,0.8950317519611506,0.10496824803884945
53,Washington,6051,13282,1175,18384,2010,0.3129881549681891,0.6870118450318109,0.9399253540569559,0.060074645943044125
54,West Virginia,1373,2965,666,3728,2010,0.3165053019824804,0.6834946980175196,0.8484296768320437,0.1515703231679563
55,Wisconsin,1514,3210,375,4375,2010,0.32049110922946655,0.6795088907705334,0.9210526315789473,0.07894736842105263
56,Wyoming,1787,3950,330,5498,2010,0.3114868398117483,0.6885131601882517,0.9433768016472203,0.05662319835277969
66,Guam,172,593,105,679,2010,0.22483660130718955,0.7751633986928105,0.8660714285714286,0.13392857142857142
72,Puerto Rico,771,2704,1087,2446,2010,0.2218705035971223,0.7781294964028777,0.692329465043872,0.30767053495612795
1,Alabama,2153,4463,971,5796,2009,0.32542321644498184,0.6745767835550182,0.85650953155017,0.14349046844983004
2,Alaska,738,1625,178,2250,2009,0.3123148539991536,0.6876851460008464,0.9266886326194399,0.07331136738056013
4,Arizona,1736,3667,555,4901,2009,0.32130297982602257,0.6786970201739774,0.8982771260997068,0.10172287390029326
5,Arkansas,1207,2697,511,3489,2009,0.30917008196721313,0.6908299180327869,0.87225,0.12775
6,California,6092,11224,2367,14733,2009,0.3518133518133518,0.6481866481866482,0.861578947368421,0.13842105263157894
8,Colorado,3605,8163,742,11180,2009,0.30633922501699523,0.6936607749830047,0.937762120449589,0.062237879550411004
9,Connecticut,1968,4446,389,6084,2009,0.3068288119738073,0.6931711880261927,0.9399042175189247,0.060095782481075236
10,Delaware,1293,3022,322,4034,2009,0.2996523754345307,0.7003476245654693,0.926078971533517,0.07392102846648302
11,District of Columbia,1202,2642,263,3629,2009,0.31269510926118627,0.6873048907388137,0.9324254881808839,0.06757451181911614
12,Florida,3134,8619,1271,10724,2009,0.2666553220454352,0.7333446779545648,0.8940391829929137,0.10596081700708629
13,Georgia,1538,4223,679,5183,2009,0.2669675403575768,0.7330324596424231,0.8841692255203002,0.11583077447969976
15,Hawaii,1862,4780,333,6344,2009,0.2803372478169226,0.7196627521830774,0.9501273026808447,0.04987269731915531
16,Idaho,1661,3654,474,4905,2009,0.3125117591721543,0.6874882408278458,0.9118795315114333,0.08812046848856665
17,Illinois,2067,3752,373,5467,2009,0.35521567279601307,0.6447843272039869,0.9361301369863013,0.06386986301369862
18,Indiana,3023,6071,925,8347,2009,0.3324169782274027,0.6675830217725973,0.900237273511648,0.09976272648835202
19,Iowa,1545,4396,393,5612,2009,0.26005722942265613,0.7399427705773439,0.9345545378850958,0.06544546211490425
20,Kansas,5216,13486,1181,17704,2009,0.2789006523366485,0.7210993476633515,0.9374635954461212,0.06253640455387874
21,Kentucky,3410,6126,1515,8096,2009,0.3575922818791946,0.6424077181208053,0.8423681198626574,0.15763188013734264
22,Louisiana,2501,6264,1196,7673,2009,0.28533941814033087,0.7146605818596692,0.8651482692524524,0.13485173074754764
23,Maine,2598,5344,472,7599,2009,0.3271216318307731,0.6728783681692269,0.941519018708958,0.058480981291042004
24,Maryland,2603,5837,568,7990,2009,0.3084123222748815,0.6915876777251185,0.9336293526524889,0.0663706473475111
25,Massachusetts,5276,11121,1788,14844,2009,0.32176617673964747,0.6782338232603525,0.8924963924963925,0.1075036075036075
26,Michigan,2974,6129,682,8548,2009,0.3267054817093266,0.6732945182906734,0.9261105092091008,0.07388949079089924
27,Minnesota,1602,3981,250,5354,2009,0.28694250403009136,0.7130574959699086,0.9553890078515346,0.04461099214846538
28,Mississippi,3293,7704,1889,9297,2009,0.2994453032645267,0.7005546967354733,0.8311281959592347,0.16887180404076524
29,Missouri,1647,3353,536,4512,2009,0.3294,0.6706,0.8938193343898574,0.10618066561014262
30,Montana,2352,5154,540,7069,2009,0.3133493205435651,0.6866506794564349,0.9290314101721645,0.07096858982783545
31,Nebraska,4298,11435,1195,14766,2009,0.27318375389309096,0.7268162461069091,0.9251300043856902,0.07486999561430988
32,Nevada,1268,2523,232,3595,2009,0.3344763914534424,0.6655236085465577,0.9393781029527045,0.06062189704729553
33,New Hampshire,1862,4069,368,5603,2009,0.313943685719103,0.686056314280897,0.9383687824485011,0.06163121755149891
34,New Jersey,3640,8385,905,11395,2009,0.3027027027027027,0.6972972972972973,0.9264227642276422,0.07357723577235772
35,New Mexico,2850,5865,970,7850,2009,0.3270223752151463,0.6729776247848537,0.8900226757369615,0.10997732426303855
36,New York,2224,4562,497,6412,2009,0.32773356911287943,0.6722664308871206,0.92806484295846,0.07193515704154002
37,North Carolina,4026,9042,1739,11515,2009,0.30808080808080807,0.6919191919191919,0.8687943262411347,0.13120567375886524
38,North Dakota,1274,3424,366,4398,2009,0.2711792252022137,0.7288207747977863,0.9231738035264484,0.07682619647355164
39,Ohio,3131,6519,763,8974,2009,0.3244559585492228,0.6755440414507772,0.9216391085549964,0.07836089144500359
40,Oklahoma,2527,5197,903,6933,2009,0.3271620921802175,0.6728379078197825,0.8847626339969372,0.1152373660030628
41,Oregon,1245,2993,241,4025,2009,0.29377064653138274,0.7062293534686173,0.9435067979371777,0.056493202062822316
42,Pennsylvania,2834,6169,760,8400,2009,0.31478396090192157,0.6852160390980784,0.9170305676855895,0.08296943231441048
44,Rhode Island,2010,4213,549,5722,2009,0.32299533986823076,0.6770046601317693,0.9124541540424175,0.08754584595758252
45,South Carolina,2811,6757,1389,8446,2009,0.2937918060200669,0.7062081939799331,0.8587697000508389,0.14123029994916117
46,South Dakota,1669,5070,616,6199,2009,0.24766285799079982,0.7523371420092002,0.909611151870873,0.09038884812912693
47,Tennessee,1388,4122,764,4789,2009,0.2519056261343013,0.7480943738656988,0.8624167116873762,0.1375832883126238
48,Texas,3633,7748,1465,10109,2009,0.31921623758896406,0.6807837624110359,0.8734231899084154,0.12657681009158459
49,Utah,3527,6470,539,9594,2009,0.3528058417525258,0.6471941582474743,0.9468074607717359,0.053192539228264085
50,Vermont,2165,4398,385,6267,2009,0.3298796282188024,0.6701203717811977,0.9421226698737222,0.05787733012627781
51,Virginia,1375,3703,539,4613,2009,0.27077589602205593,0.7292241039779441,0.8953804347826086,0.10461956521739131
53,Washington,6290,13728,1338,18896,2009,0.31421720451593566,0.6857827954840643,0.933873677967777,0.06612632203222299
54,West Virginia,1326,3435,691,4119,2009,0.27851291745431633,0.7214870825456837,0.8563409563409563,0.14365904365904367
55,Wisconsin,1456,3061,312,4201,2009,0.3223378348461368,0.6776621651538632,0.9308663859960116,0.06913361400398847
56,Wyoming,1817,4148,318,5725,2009,0.3046102263202012,0.6953897736797988,0.9473771305642893,0.05262286943571074
66,Guam,261,986,139,1123,2009,0.20930232558139536,0.7906976744186046,0.8898573692551506,0.11014263074484945
72,Puerto Rico,920,3216,1267,2966,2009,0.22243713733075435,0.7775628626692457,0.7006850933144342,0.2993149066855658
1,Alabama,2217,4117,992,5484,2008,0.3500157878118093,0.6499842121881907,0.8468190240889438,0.1531809759110562
2,Alaska,830,1736,200,2457,2008,0.323460639127046,0.676539360872954,0.9247271358675198,0.07527286413248024
4,Arizona,1871,4204,789,5356,2008,0.3079835390946502,0.6920164609053497,0.8716029292107405,0.12839707078925955
5,Arkansas,1680,3892,758,4928,2008,0.3015075376884422,0.6984924623115578,0.8666901160745691,0.1333098839254309
6,California,4163,7332,1548,9907,2008,0.36215745976511526,0.6378425402348847,0.8648625054561327,0.1351374945438673
8,Colorado,3636,7960,751,10993,2008,0.31355639875819247,0.6864436012418075,0.9360524523160763,0.0639475476839237
9,Connecticut,1948,4128,435,5701,2008,0.3206056616194865,0.6793943383805134,0.9291069100391134,0.07089308996088657
10,Delaware,1187,2799,270,3750,2008,0.2977922729553437,0.7022077270446563,0.9328358208955224,0.06716417910447761
11,District of Columbia,1326,2846,334,3895,2008,0.31783317353787155,0.6821668264621285,0.9210215180893828,0.07897848191061717
12,Florida,2975,7660,1297,9513,2008,0.27973671838269865,0.7202632816173014,0.8800185013876041,0.11998149861239593
13,Georgia,1679,3928,713,4982,2008,0.2994471196718388,0.7005528803281612,0.8748024582967515,0.12519754170324845
15,Hawaii,1966,4421,327,6115,2008,0.307812744637545,0.692187255362455,0.9492393666563179,0.05076063334368209
16,Idaho,1691,3341,407,4693,2008,0.3360492845786963,0.6639507154213037,0.9201960784313725,0.07980392156862745
17,Illinois,1843,3289,387,4767,2008,0.35911925175370224,0.6408807482462977,0.9249126891734575,0.07508731082654249
18,Indiana,1574,3240,508,4382,2008,0.32696302451184045,0.6730369754881596,0.8961145194274028,0.10388548057259714
19,Iowa,1659,4227,349,5644,2008,0.281855249745158,0.718144750254842,0.9417653929584515,0.058234607041548474
20,Kansas,2257,6252,548,8076,2008,0.265248560347867,0.7347514396521331,0.936456400742115,0.06354359925788497
21,Kentucky,2966,5040,1233,6837,2008,0.3704721458905821,0.6295278541094179,0.8472118959107807,0.15278810408921933
22,Louisiana,1518,4565,670,5488,2008,0.24954792043399637,0.7504520795660036,0.8911984410522897,0.10880155894771029
23,Maine,2171,4542,411,6367,2008,0.3234023536421868,0.6765976463578132,0.9393626438477427,0.0606373561522573
24,Maryland,3195,6175,655,8810,2008,0.3409818569903949,0.6590181430096052,0.930797675647121,0.06920232435287903
25,Massachusetts,6642,13575,2239,18218,2008,0.3285353910075679,0.6714646089924321,0.8905509116683775,0.10944908833162242
26,Michigan,3120,6198,688,8741,2008,0.33483580167417903,0.665164198325821,0.9270336196839538,0.07296638031604624
27,Minnesota,1207,3068,214,4066,2008,0.2823391812865497,0.7176608187134503,0.95,0.05
28,Mississippi,2425,5361,1363,6575,2008,0.311456460313383,0.688543539686617,0.828294280675233,0.17170571932476694
29,Missouri,1689,3391,558,4595,2008,0.3324803149606299,0.6675196850393701,0.8917135649136425,0.10828643508635746
30,Montana,2124,4608,481,6351,2008,0.3155080213903743,0.6844919786096256,0.929596018735363,0.070403981264637
31,Nebraska,4254,11782,1350,14888,2008,0.26527812422050384,0.7347218757794961,0.916861682473211,0.08313831752678902
32,Nevada,1690,3032,420,4341,2008,0.35789919525624736,0.6421008047437526,0.9117832388153749,0.08821676118462508
33,New Hampshire,2211,4591,400,6479,2008,0.32505145545427816,0.6749485445457218,0.9418520133740369,0.05814798662596308
34,New Jersey,3344,8184,1006,10633,2008,0.2900763358778626,0.7099236641221374,0.9135664575994501,0.08643354240054987
35,New Mexico,1994,4168,841,5380,2008,0.32359623498864004,0.6764037650113599,0.8648127310721749,0.13518726892782512
36,New York,2541,5213,582,7313,2008,0.3277018313128708,0.6722981686871292,0.926282457251425,0.07371754274857505
37,North Carolina,4772,10787,2266,13530,2008,0.30670351565010606,0.693296484349894,0.8565459610027855,0.14345403899721448
38,North Dakota,1353,3589,383,4643,2008,0.27377579927155,0.7262242007284501,0.9237962594508555,0.07620374054914444
39,Ohio,4280,8495,1010,11930,2008,0.3350293542074364,0.6649706457925636,0.9219474497681608,0.07805255023183925
40,Oklahoma,2499,5179,978,6826,2008,0.32547538421463923,0.6745246157853608,0.8746796514607893,0.12532034853921067
41,Oregon,1417,3329,301,4473,2008,0.29856721449641804,0.701432785503582,0.9369501466275659,0.06304985337243402
42,Pennsylvania,4219,8720,1212,11938,2008,0.3260684751526393,0.6739315248473607,0.9078326996197719,0.09216730038022813
44,Rhode Island,1583,3146,462,4308,2008,0.3347430746458025,0.6652569253541976,0.9031446540880503,0.09685534591194969
45,South Carolina,3045,6867,1396,8784,2008,0.3072033898305085,0.6927966101694916,0.86286836935167,0.13713163064833006
46,South Dakota,1779,5118,609,6366,2008,0.25793823401478905,0.742061765985211,0.9126881720430108,0.08731182795698925
47,Tennessee,1337,3613,721,4280,2008,0.2701010101010101,0.7298989898989899,0.8558288342331534,0.14417116576684663
48,Texas,3175,7397,1647,9020,2008,0.3003216042376088,0.6996783957623912,0.8455985750445298,0.15440142495547013
49,Utah,1936,3318,319,5005,2008,0.36848115721355157,0.6315188427864484,0.9400826446280992,0.05991735537190083
50,Vermont,2214,4409,419,6320,2008,0.33428959685942927,0.6657104031405707,0.9378246030568334,0.06217539694316664
51,Virginia,1596,3634,569,4716,2008,0.30516252390057363,0.6948374760994264,0.8923368022705771,0.1076631977294229
53,Washington,7099,15149,1585,20864,2008,0.31908486156058974,0.6809151384394103,0.9293955187313466,0.07060448126865339
54,West Virginia,1264,2828,617,3542,2008,0.3088954056695992,0.6911045943304008,0.8516470305361866,0.1483529694638134
55,Wisconsin,2343,4673,551,6489,2008,0.3339509692132269,0.6660490307867731,0.9217329545454546,0.07826704545454545
56,Wyoming,2468,5412,472,7517,2008,0.3131979695431472,0.6868020304568528,0.9409187632995368,0.059081236700463134
66,Guam,221,563,106,683,2008,0.28188775510204084,0.7181122448979592,0.8656527249683144,0.13434727503168567
72,Puerto Rico,1140,3246,1365,3104,2008,0.25991792065663477,0.7400820793433652,0.6945625419556948,0.3054374580443052
1,Alabama,2342,4721,1219,6014,2007,0.3315871442729718,0.6684128557270281,0.8314668878750173,0.16853311212498273
2,Alaska,821,1629,207,2338,2007,0.33510204081632655,0.6648979591836734,0.918664047151277,0.08133595284872298
4,Arizona,1522,3135,566,4150,2007,0.32681984109942025,0.6731801589005798,0.879983036471586,0.12001696352841391
5,Arkansas,1780,3808,694,5022,2007,0.3185397279885469,0.6814602720114531,0.8785864240727782,0.12141357592722184
6,California,2065,3599,746,4886,2007,0.3645833333333333,0.6354166666666666,0.8675426136363636,0.13245738636363635
8,Colorado,3804,7957,779,11114,2007,0.32344188419352093,0.6765581158064791,0.9344992852938704,0.06550071470612966
9,Connecticut,2334,5086,558,6940,2007,0.31455525606469004,0.68544474393531,0.9255801547079221,0.07441984529207789
10,Delaware,1306,2666,280,3708,2007,0.3288016112789527,0.6711983887210473,0.9297893681043129,0.07021063189568706
11,District of Columbia,1256,2657,328,3615,2007,0.3209813442371582,0.6790186557628418,0.9168146081663708,0.08318539183362922
12,Florida,10994,27692,4987,34340,2007,0.28418549346016647,0.7158145065398336,0.8731914460803011,0.12680855391969895
13,Georgia,2469,5079,892,6784,2007,0.32710651828298887,0.6728934817170111,0.883793642522147,0.11620635747785305
15,Hawaii,1938,4608,343,6251,2007,0.29605866177818513,0.7039413382218148,0.9479830148619958,0.05201698513800425
16,Idaho,1739,3495,468,4834,2007,0.3322506687046236,0.6677493312953764,0.9117314221048661,0.08826857789513391
17,Illinois,1835,3366,370,4863,2007,0.3528167660065372,0.6471832339934628,0.929294859545194,0.07070514045480604
18,Indiana,1958,3931,610,5371,2007,0.3324842927491934,0.6675157072508066,0.8980103661595051,0.1019896338404949
19,Iowa,1388,3947,413,4993,2007,0.26016869728209935,0.7398313027179007,0.9236034036256012,0.07639659637439881
20,Kansas,2221,6152,622,7860,2007,0.26525737489549744,0.7347426251045026,0.9266682386229663,0.07333176137703372
21,Kentucky,1909,4821,1332,5539,2007,0.2836552748885587,0.7163447251114413,0.8061417552030272,0.19385824479697278
22,Louisiana,1514,4965,819,5848,2007,0.2336780367340639,0.766321963265936,0.8771561421928904,0.12284385780710964
23,Maine,2176,4544,470,6353,2007,0.3238095238095238,0.6761904761904762,0.9311153451560897,0.0688846548439103
24,Maryland,2848,5856,662,8138,2007,0.3272058823529412,0.6727941176470589,0.9247727272727273,0.07522727272727273
25,Massachusetts,6914,14284,2072,19380,2007,0.32616284555146713,0.6738371544485329,0.9034122692522841,0.09658773074771583
26,Michigan,2616,4762,573,6903,2007,0.3545676335050149,0.6454323664949851,0.923354735152488,0.07664526484751204
27,Minnesota,1345,3413,261,4509,2007,0.2826817990752417,0.7173182009247583,0.9452830188679245,0.05471698113207547
28,Mississippi,2447,5195,1402,6404,2007,0.3202041350431824,0.6797958649568175,0.8203945682808096,0.17960543171919036
29,Missouri,1750,3456,601,4655,2007,0.3361505954667691,0.6638494045332309,0.885654490106545,0.1143455098934551
30,Montana,1919,3992,409,5574,2007,0.32464895956690915,0.6753510404330908,0.9316396456627111,0.06836035433728899
31,Nebraska,2856,7922,923,9999,2007,0.26498422712933756,0.7350157728706624,0.9154916681926387,0.0845083318073613
32,Nevada,1533,2549,402,3700,2007,0.3755512003919647,0.6244487996080352,0.9019990248659191,0.09800097513408093
33,New Hampshire,1940,3973,394,5582,2007,0.3280906477253509,0.6719093522746491,0.9340696117804551,0.06593038821954485
34,New Jersey,2278,4851,634,6586,2007,0.31953990742039556,0.6804600925796044,0.9121883656509695,0.08781163434903047
35,New Mexico,2112,4407,878,5720,2007,0.3239760699493787,0.6760239300506212,0.8669293725371324,0.13307062746286755
36,New York,2087,4305,525,5983,2007,0.32650187734668334,0.6734981226533167,0.9193300553165334,0.0806699446834665
37,North Carolina,4316,10194,2134,12623,2007,0.2974500344589938,0.7025499655410062,0.855390662058684,0.14460933794131597
38,North Dakota,1318,3338,385,4362,2007,0.28307560137457044,0.7169243986254296,0.9188961449336422,0.0811038550663577
39,Ohio,3749,7271,916,10285,2007,0.34019963702359346,0.6598003629764065,0.9182215873582715,0.08177841264172842
40,Oklahoma,2305,5012,962,6483,2007,0.3150198168648353,0.6849801831351647,0.870785762256548,0.12921423774345198
41,Oregon,1519,3371,342,4592,2007,0.31063394683026585,0.6893660531697342,0.930685042561816,0.06931495743818403
42,Pennsylvania,4220,8754,1241,11967,2007,0.3252659164482812,0.6747340835517188,0.9060417928528165,0.09395820714718353
44,Rhode Island,1464,2970,449,4038,2007,0.3301759133964817,0.6698240866035182,0.8999331401827502,0.10006685981724983
45,South Carolina,3100,7042,1343,9021,2007,0.30565963320844014,0.6943403667915599,0.8704168274797376,0.12958317252026244
46,South Dakota,1716,5034,646,6213,2007,0.25422222222222224,0.7457777777777778,0.9058171745152355,0.09418282548476455
47,Tennessee,1301,3652,749,4267,2007,0.26266908944074296,0.737330910559257,0.8506778309409888,0.14932216905901116
48,Texas,5161,11750,2841,14348,2007,0.3051859736266336,0.6948140263733664,0.8347198789923789,0.16528012100762116
49,Utah,1750,3216,309,4758,2007,0.3523962948046718,0.6476037051953283,0.9390171699230314,0.06098283007696862
50,Vermont,2178,4654,477,6449,2007,0.31879391100702575,0.6812060889929742,0.9311290788333815,0.06887092116661854
51,Virginia,1861,4245,660,5522,2007,0.30478218146085817,0.6952178185391418,0.8932384341637011,0.10676156583629894
53,Washington,8381,17165,1605,24188,2007,0.328074845376967,0.6719251546230329,0.9377738146008607,0.0622261853991393
54,West Virginia,1285,3101,687,3753,2007,0.29297765617875055,0.7070223438212494,0.8452702702702702,0.15472972972972973
55,Wisconsin,2306,5063,612,6792,2007,0.3129325552992265,0.6870674447007735,0.9173419773095624,0.08265802269043761
56,Wyoming,1968,4098,382,5767,2007,0.32443125618199803,0.675568743818002,0.9378760774109611,0.06212392258903887
66,Guam,170,473,81,568,2007,0.2643856920684292,0.7356143079315708,0.8751926040061633,0.12480739599383667
72,Puerto Rico,1031,2801,1134,2792,2007,0.2690501043841336,0.7309498956158664,0.7111563932755985,0.2888436067244014
